,Player,Nation,Pos,Squad,Age,90s_played,Goals,Tot_Shot,Shot_On_Target,Shot_Target_Rate,TotalShotPer90,ShotTargetPer90,Goal/TotShot,Goal/ShotTarget,Penalty,Att_Penalty,xG,NoPen_xG,NoPen_xGperShot,Goal-xG,NoPen_Goal-xG
493,Jay Stansfield,eng ENG,FW,Fulham,19,1.0,0,2,0,0.0,2.07,0.00,0.00,,0,0,0.3,0.3,0.13,-0.3,-0.3
494,Jason Steele,eng ENG,GK,Brighton,31,15.0,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
495,Jack Stephens,eng ENG,DF,Southampton,28,0.5,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
496,Jack Stephens,eng ENG,DF,Bournemouth,28,13.0,0,2,1,50.0,0.15,0.08,0.00,0.00,0,0,0.4,0.4,0.20,-0.4,-0.4
497,Raheem Sterling,eng ENG,"FW,MF",Chelsea,27,21.0,6,42,16,38.1,2.00,0.76,0.14,0.38,0,0,6.2,6.2,0.15,-0.2,-0.2
498,John Stones,eng ENG,"DF,MF",Manchester City,28,20.5,2,11,3,27.3,0.54,0.15,0.18,0.67,0,0,1.0,1.0,0.10,+1.0,+1.0
499,Pascal Struijk,nl NED,DF,Leeds United,22,24.4,2,16,7,43.8,0.65,0.29,0.13,0.29,0,0,1.4,1.4,0.09,+0.6,+0.6
500,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,20,10.7,2,24,7,29.2,2.24,0.65,0.08,0.29,0,0,1.7,1.7,0.07,+0.3,+0.3
501,Crysencio Summerville,nl NED,FW,Leeds United,20,15.8,4,29,9,31.0,1.83,0.57,0.14,0.44,0,0,2.9,2.9,0.10,+1.1,+1.1
502,Sam Surridge,eng ENG,FW,Nott'ham Forest,24,3.6,1,9,2,22.2,2.51,0.56,0.11,0.50,0,0,1.8,1.8,0.20,-0.8,-0.8
503,Japhet Tanganga,eng ENG,DF,Tottenham,23,1.6,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
504,Matt Targett,eng ENG,DF,Newcastle Utd,26,6.8,0,1,0,0.0,0.15,0.00,0.00,,0,0,0.0,0.0,0.01,0.0,0.0
505,James Tarkowski,eng ENG,DF,Everton,29,38.0,1,32,9,28.1,0.84,0.24,0.03,0.11,0,0,3.1,3.1,0.10,-2.1,-2.1
506,Marcus Tavernier,eng ENG,"MF,FW",Bournemouth,23,19.4,5,37,14,37.8,1.91,0.72,0.14,0.36,0,0,3.1,3.1,0.09,+1.9,+1.9
507,Tetê,br BRA,FW,Leicester City,22,8.2,1,15,1,6.7,1.84,0.12,0.07,1.00,0,0,1.8,1.8,0.12,-0.8,-0.8
508,Kenny Tete,nl NED,DF,Fulham,26,28.5,1,13,5,38.5,0.46,0.18,0.08,0.20,0,0,0.7,0.7,0.05,+0.3,+0.3
509,Luke Thomas,eng ENG,DF,Leicester City,21,11.9,0,3,0,0.0,0.25,0.00,0.00,,0,0,0.1,0.1,0.03,-0.1,-0.1
510,Youri Tielemans,be BEL,MF,Leicester City,25,26.0,3,29,8,27.6,1.11,0.31,0.07,0.25,1,2,2.5,0.9,0.03,+0.5,+1.1
511,Kieran Tierney,sct SCO,DF,Arsenal,25,8.8,0,7,2,28.6,0.79,0.23,0.00,0.00,0,0,0.3,0.3,0.05,-0.3,-0.3
512,Harry Toffolo,eng ENG,DF,Nott'ham Forest,26,10.4,0,6,2,33.3,0.57,0.19,0.00,0.00,0,0,0.3,0.3,0.05,-0.3,-0.3
513,Takehiro Tomiyasu,jp JPN,DF,Arsenal,23,7.4,0,3,0,0.0,0.41,0.00,0.00,,0,0,0.2,0.2,0.07,-0.2,-0.2
514,James Tomkins,eng ENG,DF,Crystal Palace,33,3.8,1,3,2,66.7,0.80,0.53,0.33,0.50,0,0,1.0,1.0,0.34,0.0,0.0
515,Ivan Toney,eng ENG,FW,Brentford,26,32.8,20,87,33,37.9,2.65,1.01,0.16,0.42,6,7,18.7,13.2,0.15,+1.3,+0.8
516,Adama Traoré,es ESP,"FW,MF",Wolves,26,16.6,2,19,7,36.8,1.14,0.42,0.11,0.29,0,0,1.4,1.4,0.07,+0.6,+0.6
517,Bertrand Traoré,bf BFA,"FW,MF",Aston Villa,26,2.6,2,9,3,33.3,3.48,1.16,0.22,0.67,0,0,0.7,0.7,0.08,+1.3,+1.3
518,Boubacar Traoré,ml MLI,MF,Wolves,20,4.6,0,3,0,0.0,0.66,0.00,0.00,,0,0,0.1,0.1,0.02,-0.1,-0.1
519,Mark Travers,ie IRL,GK,Bournemouth,23,11.5,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
520,Kieran Trippier,eng ENG,DF,Newcastle Utd,31,37.1,1,14,4,28.6,0.38,0.11,0.07,0.25,0,0,0.9,0.9,0.06,+0.1,+0.1
521,Leandro Trossard,be BEL,FW,Arsenal,27,10.3,1,17,5,29.4,1.64,0.48,0.06,0.20,0,0,1.8,1.8,0.11,-0.8,-0.8
522,Leandro Trossard,be BEL,"FW,MF",Brighton,27,14.6,7,38,17,44.7,2.60,1.16,0.18,0.41,0,0,4.4,4.4,0.12,+2.6,+2.6
523,Kostas Tsimikas,gr GRE,DF,Liverpool,26,8.6,0,7,2,28.6,0.82,0.23,0.00,0.00,0,0,0.6,0.6,0.09,-0.6,-0.6
524,Deniz Undav,de GER,"FW,MF",Brighton,26,7.0,5,27,12,44.4,3.87,1.72,0.19,0.42,0,0,4.5,4.5,0.18,+0.5,+0.5
525,Yan Valery,tn TUN,DF,Southampton,23,0.5,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
526,Virgil van Dijk,nl NED,DF,Liverpool,31,31.5,3,30,9,30.0,0.95,0.29,0.10,0.33,0,0,2.6,2.6,0.09,+0.4,+0.4
527,Raphaël Varane,fr FRA,DF,Manchester Utd,29,21.2,0,8,4,50.0,0.38,0.19,0.00,0.00,0,0,0.7,0.7,0.09,-0.7,-0.7
528,Jamie Vardy,eng ENG,FW,Leicester City,35,20.6,3,27,13,48.1,1.31,0.63,0.11,0.23,0,1,6.7,5.9,0.22,-3.7,-2.9
529,Joël Veltman,nl NED,DF,Brighton,30,24.3,1,15,5,33.3,0.62,0.21,0.07,0.20,0,0,1.8,1.8,0.12,-0.8,-0.8
530,Fabio Vieira,pt POR,"MF,FW",Arsenal,22,5.7,1,15,2,13.3,2.63,0.35,0.07,0.50,0,0,0.8,0.8,0.06,+0.2,+0.2
531,Matías Viña,uy URU,DF,Bournemouth,24,5.1,2,9,6,66.7,1.77,1.18,0.22,0.33,0,0,0.9,0.9,0.10,+1.1,+1.1
532,Rúben Vinagre,pt POR,"DF,MF",Everton,23,0.3,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
533,Carlos Vinícius,br BRA,FW,Fulham,27,12.3,5,21,12,57.1,1.70,0.97,0.24,0.42,0,0,3.3,3.3,0.16,+1.7,+1.7
534,Theo Walcott,eng ENG,"FW,MF",Southampton,33,12.5,2,20,7,35.0,1.59,0.56,0.10,0.29,0,0,2.2,2.2,0.11,-0.2,-0.2
535,Kyle Walker,eng ENG,DF,Manchester City,32,21.8,0,5,1,20.0,0.23,0.05,0.00,0.00,0,0,0.4,0.4,0.08,-0.4,-0.4
536,Kyle Walker-Peters,eng ENG,DF,Southampton,25,29.4,1,13,5,38.5,0.44,0.17,0.08,0.20,0,0,1.0,1.0,0.08,0.0,0.0
537,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,24,15.9,0,10,2,20.0,0.63,0.13,0.00,0.00,0,0,1.2,1.2,0.12,-1.2,-1.2
538,Danny Ward,wls WAL,GK,Leicester City,29,26.0,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
539,Joel Ward,eng ENG,DF,Crystal Palace,32,25.1,1,8,2,25.0,0.32,0.08,0.13,0.50,0,0,1.1,1.1,0.19,-0.1,-0.1
540,James Ward-Prowse,eng ENG,MF,Southampton,27,37.5,9,40,16,40.0,1.07,0.43,0.18,0.44,2,4,5.7,2.5,0.06,+3.3,+4.5
541,Ollie Watkins,eng ENG,FW,Aston Villa,26,34.7,15,84,45,53.6,2.42,1.30,0.17,0.31,1,2,16.5,14.9,0.18,-1.5,-0.9
542,Adam Webster,eng ENG,DF,Brighton,27,22.1,0,18,2,11.1,0.82,0.09,0.00,0.00,0,0,1.8,1.8,0.10,-1.8,-1.8
543,Wout Weghorst,nl NED,"FW,MF",Manchester Utd,29,8.9,0,14,5,35.7,1.58,0.56,0.00,0.00,0,0,2.0,2.0,0.14,-2.0,-2.0
544,Danny Welbeck,eng ENG,FW,Brighton,31,20.6,6,62,22,35.5,3.01,1.07,0.10,0.27,0,0,9.4,9.4,0.15,-3.4,-3.4
545,Ben White,eng ENG,DF,Arsenal,24,33.9,2,10,2,20.0,0.29,0.06,0.20,1.00,0,0,1.3,1.3,0.13,+0.7,+0.7
546,Harvey White,eng ENG,MF,Tottenham,20,0.1,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
547,Joseph Whitworth,eng ENG,GK,Crystal Palace,18,2.0,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
548,Neco Williams,wls WAL,DF,Nott'ham Forest,21,20.9,1,25,7,28.0,1.20,0.33,0.04,0.14,0,0,1.3,1.3,0.05,-0.3,-0.3
549,Willian,br BRA,FW,Fulham,33,23.6,5,41,17,41.5,1.74,0.72,0.12,0.29,0,0,3.4,3.4,0.08,+1.6,+1.6
550,Joe Willock,eng ENG,MF,Newcastle Utd,22,28.4,3,58,16,27.6,2.04,0.56,0.05,0.19,0,0,7.0,7.0,0.12,-4.0,-4.0
551,Callum Wilson,eng ENG,FW,Newcastle Utd,30,20.9,18,70,31,44.3,3.36,1.49,0.21,0.48,3,3,17.5,15.1,0.22,+0.5,-0.1
552,Harry Wilson,wls WAL,FW,Fulham,25,12.2,2,18,4,22.2,1.47,0.33,0.11,0.50,0,0,2.0,2.0,0.11,0.0,0.0
553,Yoane Wissa,cd COD,FW,Brentford,25,17.8,7,32,15,46.9,1.79,0.84,0.22,0.47,0,0,5.6,5.6,0.18,+1.4,+1.4
554,Maximilian Wöber,at AUT,DF,Leeds United,24,14.1,0,9,2,22.2,0.64,0.14,0.00,0.00,0,0,0.7,0.7,0.08,-0.7,-0.7
555,Chris Wood,nz NZL,FW,Newcastle Utd,30,5.0,2,8,3,37.5,1.61,0.61,0.13,0.33,1,1,1.8,1.0,0.13,+0.2,0.0
556,Chris Wood,nz NZL,FW,Nott'ham Forest,30,4.1,1,3,1,33.3,0.73,0.24,0.33,1.00,0,0,1.0,1.0,0.32,0.0,0.0
557,Joe Worrall,eng ENG,DF,Nott'ham Forest,25,24.7,1,7,2,28.6,0.28,0.08,0.14,0.50,0,0,0.8,0.8,0.11,+0.2,+0.2
558,Granit Xhaka,ch SUI,MF,Arsenal,29,33.3,7,40,14,35.0,1.20,0.42,0.18,0.50,0,0,4.7,4.7,0.12,+2.3,+2.3
559,Ryan Yates,eng ENG,MF,Nott'ham Forest,24,20.4,0,26,5,19.2,1.27,0.24,0.00,0.00,0,0,2.3,2.3,0.09,-2.3,-2.3
560,Ashley Young,eng ENG,DF,Aston Villa,37,22.6,1,15,3,20.0,0.66,0.13,0.07,0.33,0,0,0.5,0.5,0.03,+0.5,+0.5
561,Illia Zabarnyi,ua UKR,DF,Bournemouth,19,3.3,0,0,0,,0.00,0.00,,,0,0,0.0,0.0,,0.0,0.0
562,Wilfried Zaha,ci CIV,"FW,MF",Crystal Palace,29,25.4,7,64,21,32.8,2.52,0.83,0.11,0.33,0,2,6.5,4.8,0.08,+0.5,+2.2
563,Denis Zakaria,ch SUI,MF,Chelsea,25,4.6,0,2,0,0.0,0.44,0.00,0.00,,0,0,0.2,0.2,0.09,-0.2,-0.2
564,Jordan Zemura,zw ZIM,DF,Bournemouth,22,16.2,0,4,0,0.0,0.25,0.00,0.00,,0,0,0.4,0.4,0.10,-0.4,-0.4
565,Oleksandr Zinchenko,ua UKR,DF,Arsenal,25,23.5,1,28,7,25.0,1.19,0.30,0.04,0.14,0,0,1.4,1.4,0.05,-0.4,-0.4
566,Hakim Ziyech,ma MAR,"FW,MF",Chelsea,29,7.3,0,16,3,18.8,2.18,0.41,0.00,0.00,0,0,0.6,0.6,0.04,-0.6,-0.6
567,Kurt Zouma,fr FRA,DF,West Ham,27,22.1,2,19,5,26.3,0.86,0.23,0.11,0.40,0,0,2.2,2.2,0.12,-0.2,-0.2
568,Martin Ødegaard,no NOR,MF,Arsenal,23,34.7,15,93,31,33.3,2.68,0.89,0.16,0.48,0,0,10.0,10.0,0.11,+5.0,+5.0
